doy	hr	Tair	SWD	PAR	lai	Ea	Windsp m/s	precip	co2	Atm P	SoilT_2cm	SWC_2cm	flag	delta-13c	 delta-18o
240	21.5	16.35	0	0	3.31	1.2025	4.1	0	383.135	793.35	18.65	0.29	0	-8.37	42.16
240	22.5	16.6	0	0	3.31	1.2222	4.35	0	379.535	793.8	18.15	0.28	0	-8.2	42.14
240	23.5	15.55	0	0	3.3	1.2206	4.9	0	377.965	794.15	17.9	0.28	0	-8.22	42.13
241	0.5	14.9	0	0	3.3	1.2432	4.4	0	378.54	794.45	17.7	0.28	0	-8.26	42.12
241	1.5	14.75	0	0	3.3	1.267	4.4	0	377.04	794.4	17.3	0.28	0	-8.3	42.12
241	2.5	14.15	0	0	3.3	1.2784	5.85	0	377.175	794.35	16.8	0.28	0	-8.26	42.12
241	3.5	13.55	0	0	3.3	1.282	5.3	0	378.24	794.5	16.6	0.28	0	-8.45	42.12
241	4.5	13.15	0	0	3.3	1.2671	5	0	379.315	794.75	16.3	0.28	0	-8.3	42.08
241	5.5	13.15	0	2.5	3.3	1.2621	5	0	380.44	794.95	16.15	0.28	0	-8.36	42.09
241	6.5	13	17	38	3.29	1.2724	4.35	0	382.455	795.25	16.1	0.28	0	-8.38	42.15
241	7.5	13.5	78.5	185.5	3.29	1.2971	3.7	0	382.15	795.4	16.1	0.28	0	-8.52	42.22
241	8.5	15.45	161.5	528	3.29	1.3346	4.15	0	382.80807	795.3	16.45	0.28	0	-8.46	42.24
241	9.5	18.3	587	1310	3.29	1.3884	3.7	0	381.278	795.1	17.9	0.28	0	-8.32	42.25
241	10.5	21.35	854.5	1657	3.29	1.4277	4.35	0	380.6115	794.65	19.7	0.28	0	-8.28	42.23
241	11.5	23.6	946.5	1976.5	3.29	1.3931	6.1	0	379.94434	794	22.2	0.28	0	-8.21	42.22
241	12.5	24.15	990.5	1687	3.28	1.3096	6.6	0	379.46531	793.25	26.4	0.28	0	-8.22	42.2
241	13.5	25.15	958.5	1741	3.28	1.2141	6.6	0	379.14876	792.55	27.7	0.28	0	-8.21	42.18
241	14.5	26.3	870.5	1663.5	3.28	1.1839	6.85	0	378.87423	791.65	26	0.28	0	-8.16	42.17
241	15.5	24.1	550	650	3.28	1.1478	6.35	0	378.82373	790.9	22.5	0.28	0	-8.14	42.16
241	16.5	23.9	336	604	3.28	1.1499	5.45	0	379.0201	790.65	23.8	0.28	0	-8.19	42.17
241	17.5	22.3	220	179.5	3.28	1.1569	4.95	0	379.42962	790.5	20.5	0.28	0	-8.2	42.15
241	18.5	20.55	23	43	3.28	1.1653	4.8	0	380.49761	790.5	22.7	0.28	0	-8.25	42.17
241	19.5	18.75	0.5	0	3.27	1.2019	3.8	0	382.12374	790.65	17.2	0.28	0	-8.3	42.16
241	20.5	17.65	0	0	3.27	1.2166	3	0	382.97458	791.3	19.7	0.28	0	-8.32	42.12
241	21.5	17.7	0	0	3.27	1.1729	3	0	383.42724	791.7	18.9	0.28	0	-8.29	42.08
241	22.5	17.35	0	0	3.27	1.0838	2.05	0	382.28	791.8	18.35	0.275	0	-8.31	42.06
241	23.5	17.45	0	0	3.27	1.1415	4.6	0	380.34	791.9	17.8	0.27	0	-8.33	42.05
242	0.5	16.6	0	0	3.27	1.2273	7.1	0	379.935	791.9	17.4	0.27	0	-8.21	42.03
242	1.5	15.7	0	0	3.27	1.2372	6.45	0	381.115	791.75	17.1	0.27	0	-8.24	42.02
242	2.5	15.35	0	0	3.26	1.2228	4.95	0	381.5	791.9	16.85	0.27	0	-8.12	42.02
242	3.5	14.95	0	0	3.26	1.2137	3.35	0	382.21	791.9	16.3	0.27	0	-8.26	42.03
242	4.5	14.7	0	0	3.26	1.2066	3.45	0	381.71	792	16	0.27	0	-8.16	41.98
242	5.5	14.3	0.5	7	3.26	1.2292	3.25	0	382.475	792.2	15.8	0.27	0	-8.2	42
242	6.5	15.45	72	198	3.26	1.2707	4.25	0	382.78	792.35	15.6	0.27	0	-8.19	42.08
242	7.5	18.25	283	595.5	3.26	1.3504	6.95	0	379.765	792.35	15.7	0.27	0	-8.16	42.14
242	8.5	20.35	499.5	1001.5	3.26	1.3963	4.8	0	378.01	792.35	17.1	0.27	0	-8.16	42.19
242	9.5	21.85	690.5	1352.5	3.25	1.4453	3.65	0	377.735	792.5	18.3	0.27	0	-8.2	42.2
242	10.5	23.2	840	1612	3.25	1.468	1.9	0	379.035	792.3	19.9	0.27	0	-8.18	42.2
242	11.5	24.45	972	1587.5	3.25	1.4889	1.85	0	378.095	791.7	22.95	0.27	0	-8.21	42.2
242	12.5	25	1088.5	1353.5	3.25	1.4509	2.75	0.3	377.95	790.9	24.9	0.27	0	-8.24	42.18
242	13.5	19.35	476	585	3.25	1.6977	3.5	1.3	378.81	790.6	21.9	0.27	0	-8.2	42.17
242	14.5	23.4	483	1355.5	3.25	1.3788	1.75	0	375.77	790.15	24.5	0.27	0	-8.18	42.16
242	15.5	26.15	642.5	1253.5	3.24	1.0934	1.8	0	375.84	789.55	25.3	0.27	0	-8.23	42.16
242	16.5	25.3	462.5	620.5	3.24	1.0793	1.4	0	376.105	788.95	23.9	0.27	0	-8.18	42.16
242	17.5	22.7	165	180.5	3.24	1.2529	1.2	0	381.345	788.65	21.5	0.27	0	-8.26	42.16
242	18.5	20.6	29	37	3.24	1.0278	3.7	0	382.76	788.55	21.65	0.27	0	-8.19	42.18
242	19.5	18.4	0.5	0	3.24	1.1236	2.65	0	388.325	789	20.35	0.27	0	-8.19	42.17
242	20.5	19.45	0	0	3.24	0.9714	3.2	0	383.21	789.5	19.4	0.27	0	-8.23	42.14
242	21.5	18.8	0	0	3.24	0.9421	3.45	0	383.065	789.8	17.8	0.27	0	-8.21	42.12
242	22.5	18.2	0	0	3.23	0.9625	3.4	0	382.31	789.95	15.7	0.265	0	-8.27	42.1
242	23.5	18.15	0	0	3.23	1.0558	3.05	0	382.075	790.25	17.4	0.26	0	-8.29	42.1
243	0.5	17	0	0	3.23	1.0707	2.7	0	381.815	790.35	17.05	0.26	0	-8.3	42.1
243	1.5	15.55	0	0	3.23	1.0606	2.9	0	384.79	790.25	16.65	0.26	0	-8.26	42.11
243	2.5	15.6	0	0	3.23	1.056	2.3	0	384.395	789.95	16.2	0.26	0	-8.19	42.1
243	3.5	13.75	0	0	3.23	1.018	1.45	0	387.195	790.2	16	0.26	0	-8.22	42.11
243	4.5	12.25	0	0	3.23	1.0358	2.05	0	392.39	790.45	15.7	0.26	0	-8.27	42.07
243	5.5	12.5	0.5	7	3.22	1.0344	2.3	0	394.965	790.75	15.3	0.26	0	-8.28	42.09
243	6.5	15.2	90	207.5	3.22	1.0841	1.25	0	401.935	791.35	15.3	0.26	0	-8.29	42.14
243	7.5	17.45	309	423.5	3.22	1.1464	0.9	0	387.43	791.8	16.05	0.26	0	-8.44	42.23
243	8.5	20.75	518.5	991	3.22	1.2585	2.15	0	384.895	791.85	17.25	0.26	0	-8.47	42.28
243	9.5	22.9	698.5	1352	3.22	1.3673	2.25	0	378.905	791.95	19	0.26	0	-8.43	42.28
243	10.5	24.85	836.5	1617	3.22	1.2632	1.4	0	377.765	791.8	21.05	0.26	0	-8.35	42.26
243	11.5	25.5	999	1466	3.22	1.2813	2.3	0	377.9	791.35	23.75	0.26	0	-8.28	42.26
243	12.5	20.7	738	243.5	3.21	1.3018	2.05	2.8	379.045	790.75	23.95	0.26	0	-8.25	42.23
243	13.5	15.25	465	687.5	3.21	1.5142	4.15	4.6	379.155	790.65	21.95	0.275	0	-8.24	42.2
243	14.5	21.45	578	1398	3.21	1.3432	4.6	0	374.83	790.75	21.7	0.28	0	-8.23	42.19
243	15.5	21.15	483.5	845.5	3.21	1.2459	2.75	0	374.915	790.8	22.4	0.28	0	-8.24	42.19
243	16.5	21.7	296	573	3.21	1.2083	1.9	0	374.425	790.5	20.65	0.28	0	-8.25	42.2
243	17.5	21.5	220.5	288	3.21	1.1118	3.6	0	375.785	790.25	21.55	0.28	0	-8.67	42.2
243	18.5	18.4	31	38	3.2	1.3316	1.7	0	380.565	790.15	20.65	0.28	0	-8.4	42.22
243	19.5	16.6	0	0	3.2	1.1977	2.05	0	387.78	790.45	19.7	0.28	0	-8.44	42.21
243	20.5	15.7	0	0	3.2	1.1577	2.85	0	388.68	791.35	18.7	0.28	0	-8.44	42.17
243	21.5	15.2	0	0	3.2	1.1864	1.95	0	394.06	791.95	18.05	0.28	0	-8.56	42.14
243	22.5	15.85	0	0	3.2	1.1643	1.15	0	395.955	791.95	17.75	0.28	0	-8.63	42.14
243	23.5	14.7	0	0	3.2	1.2069	0.7	0	397.04	792	17.6	0.28	0	-9.04	42.12
244	0.5	14	0	0	3.2	1.1728	2.45	0	397.465	791.9	17.2	0.28	0	-9.44	42.12
244	1.5	13.55	0	0	3.19	1.1471	2.6	0	396.27	791.9	16.55	0.28	0	-9.13	42.12
244	2.5	12.3	0	0	3.19	1.1304	2.15	0	399.14	791.75	16.1	0.28	0	-8.49	42.12
244	3.5	11.6	0	0	3.19	1.1112	2.2	0	399.165	791.7	15.6	0.28	0	-8.76	42.12
244	4.5	11.45	0	0	3.19	1.0979	1.3	0	393.675	791.85	15.3	0.28	0	-8.96	42.09
244	5.5	11.15	0.5	6	3.19	1.1062	1.45	0	393.8	792.05	14.85	0.28	0	-8.52	42.11
244	6.5	13.2	51.5	144	3.19	1.1988	1.85	0	393.315	792.3	14.85	0.27	0	-8.56	42.17
244	7.5	16.3	142.5	418	3.19	1.2382	1.4	0	386.7	792.7	15.2	0.27	0	-9.01	42.24
244	8.5	19	384.5	838	3.18	1.2344	1.75	0	383.39	792.95	16.4	0.27	0	-8.7	42.27
244	9.5	20.55	444.5	1116.5	3.18	1.2373	1.1	0	383.005	793.05	18.2	0.27	0	-8.63	42.28
244	10.5	23.4	842.5	1594	3.18	1.2289	1.35	0	381.08	792.95	19.5	0.27	0	-8.67	42.28
244	11.5	23.6	885.5	1318	3.18	1.2074	4.45	0	376.23	792.75	20.9	0.27	0	-8.61	42.27
244	12.5	22.3	1015.5	1186	3.18	1.3946	4.95	0	378.63853	792.1	23.2	0.27	0	-8.43	42.26
244	13.5	21.35	856	371	3.18	1.3329	2.55	0.8	378.32286	791.7	24.75	0.27	0	-8.55	42.23
244	14.5	16.3	318	658	3.17	1.5187	3.85	0.8	378.04923	791.25	22.55	0.27	0	-8.47	42.22
244	15.5	22.2	488	964.5	3.17	1.4435	2.05	0	377.99962	791.05	22.1	0.27	0	-8.48	42.21
244	16.5	22.7	285.5	562.5	3.17	1.2448	2.1	0	374.615	790.85	21.95	0.27	0	-8.53	42.23
244	17.5	18.95	66.5	96	3.17	1.309	3.25	0	378.615	791.15	20.05	0.27	0	-8.58	42.23
244	18.5	17.4	5.5	8	3.17	1.3963	2	0	383.08	791.65	20.5	0.27	0	-8.86	42.23
244	19.5	16.05	0	0	3.17	1.3576	3.1	0	386.87	792.15	19.65	0.27	0	-9.39	42.24
244	20.5	14.85	0	0	3.17	1.3078	2.35	0	391.135	792.85	18.8	0.27	0	-9.08	42.19
244	21.5	14.35	0	0	3.16	1.3093	2.45	0	387.695	793.35	18.2	0.27	0	-9.19	42.16
244	22.5	14.3	0	0	3.16	1.2441	2.3	0	389.37	793.2	17.7	0.27	0	-9.23	42.15
244	23.5	13.6	0	0	3.16	1.2169	2.8	0	390.44	793.25	17.1	0.27	0	-8.88	42.15
245	0.5	14.65	0	0	3.16	1.2014	2.85	0	387.36	793.25	16.6	0.27	0	-9.1	42.13
245	1.5	14.55	0	0	3.16	1.2605	3.35	0	384.165	793.6	16.45	0.27	0	-8.99	42.12
245	2.5	13.8	0	0	3.16	1.2475	3.85	0	385.045	793.55	16.35	0.27	0	-8.84	42.12
245	3.5	12.7	0	0	3.16	1.2334	1.3	0	388.29	793.75	15.85	0.27	0	-8.79	42.12
245	4.5	12.6	0	0	3.15	1.2438	1.25	0	396.365	793.75	15.7	0.27	0	-9.02	42.09
245	5.5	12.7	0	2	3.15	1.2684	1.2	0	402.235	794	15.7	0.27	0	-8.86	42.1
245	6.5	13.1	39.5	123	3.15	1.2476	0.4	0	407.165	794.55	15.65	0.27	0	-8.84	42.17
245	7.5	15.05	254.5	506	3.15	1.2348	0.85	0	389.315	794.75	15.6	0.27	0	-8.83	42.23
245	8.5	16.45	355.5	690.5	3.15	1.2293	1.1	0	384.475	794.95	16.2	0.27	0	-8.62	42.27
245	9.5	18.2	395	849	3.15	1.2923	2.15	0	383.105	795	17.05	0.27	0	-8.43	42.29
245	10.5	19.3	664.5	1286.5	3.15	1.3724	5.6	0	381.18	794.95	19.05	0.27	0	-8.47	42.28
245	11.5	20.65	929.5	1780	3.14	1.3399	6.55	0	377.54	794.8	21.35	0.27	0	-8.32	42.26
245	12.5	20.75	909.5	1766.5	3.14	1.3251	7	0	376	794.4	24.2	0.27	0	-8.23	42.25
245	13.5	20.95	867.5	1654.5	3.14	1.3201	6.55	0	375.55	793.65	26.6	0.27	0	-8.4	42.23
245	14.5	20.9	786.5	1373	3.14	1.2975	6.45	0	375.86	793.15	26.6	0.27	0	-8.28	42.24
245	15.5	20.6	627	1245.5	3.14	1.2928	7.7	0	375.845	792.75	24.6	0.27	0	-8.3	42.23
245	16.5	18.8	383	655	3.14	1.2576	7.15	0	375.255	792.7	23.8	0.27	0	-8.28	42.24
245	17.5	17.05	55.5	315	3.13	1.2505	5.55	0	375.04	793.15	23.2	0.27	0	-8.54	42.25
245	18.5	14.6	22.5	24	3.13	1.196	5.8	0	376.84	793.55	21.4	0.27	0	-8.93	42.26
245	19.5	13.9	0	0	3.13	1.1776	4.1	0	378.405	794.4	20	0.26	0	-8.93	42.27
245	20.5	13.55	0	0	3.13	1.1669	3.4	0	378.805	794.95	18.9	0.26	0	-9.08	42.24
245	21.5	13.15	0	0	3.13	1.1471	4.7	0	379.625	795	18.25	0.26	0	-8.66	42.2
245	22.5	12.2	0	0	3.13	1.1713	5.3	0	379.915	794.5	17.65	0.26	0	-8.41	42.19
245	23.5	11.8	0	0	3.13	1.2093	4.2	0	379.585	794.9	16.8	0.26	0	-8.52	42.19
246	0.5	11.75	0	0	3.12	1.1997	3.5	0	379.835	794.95	16.6	0.26	0	-8.45	42.19
246	1.5	11.6	0	0	3.12	1.1661	3.2	0	380.065	794.4	16.45	0.26	0	-8.53	42.18
246	2.5	11.05	0	0	3.12	1.1326	2.95	0	380.325	794	16.25	0.26	0	-8.76	42.17
246	3.5	10.4	0	0	3.12	1.1169	3.15	0	380.825	793.75	15.8	0.26	0	-8.64	42.17
246	4.5	10.3	0	0	3.12	1.1336	2.3	0	382.715	793.75	15.2	0.26	0	-8.94	42.13
246	5.5	10.15	0	3.5	3.12	1.1413	1.75	0	385.58	793.7	15	0.26	0	-8.83	42.16
246	6.5	11.15	19	41.5	3.12	1.1763	0.4	0	386.29	794	14.9	0.26	0	-8.83	42.23
246	7.5	12.2	68.5	160.5	3.11	1.1762	0.2	0	382.595	794.35	15.05	0.26	0	-8.65	42.3
246	8.5	14.85	282.5	745	3.11	1.2062	0.95	0	378.35	794.2	15.5	0.26	0	-8.65	42.35
246	9.5	15.8	374.5	677	3.11	1.1936	2.4	0	375.685	793.95	17.2	0.26	0	-8.45	42.36
246	10.5	16	406.5	727	3.11	1.1916	3.1	0	375.39	793.95	17.8	0.26	0	-8.49	42.35
246	11.5	16.7	301.5	851	3.11	1.2093	3.4	0	375.69	793.65	18.45	0.26	0	-8.44	42.36
246	12.5	17.5	375.5	999.5	3.11	1.2179	3	0	375.66	793.2	19.7	0.26	0	-8.31	42.32
246	13.5	18.55	572	1174	3.1	1.2385	3.95	0	375.06	792.8	20.6	0.26	0	-8.29	42.3
246	14.5	18.45	490	955.5	3.1	1.2752	4.65	0	375.215	792.25	21.3	0.26	0	-8.26	42.29
246	15.5	17.9	386	665.5	3.1	1.284	4.35	0	374.815	791.9	21.15	0.26	0	-8.26	42.29
246	16.5	16.85	193.5	357.5	3.1	1.2774	4.2	0	375.215	791.8	20.5	0.26	0	-8.32	42.3
246	17.5	16.25	129	224.5	3.1	1.2859	4.05	0	375.945	792.1	19.6	0.26	0	-8.38	42.31
246	18.5	15.05	37	46	3.1	1.29	3.95	0	377.28	792.35	18.8	0.26	0	-8.68	42.32
246	19.5	14.15	0	0	3.1	1.2884	3.45	0	379.39	793.1	18.2	0.26	0	-9.72	42.32
246	20.5	13.55	0	0	3.09	1.277	3.3	0	380.7	793.85	17.6	0.26	0	-9.14	42.27
246	21.5	12.8	0	0	3.09	1.2731	3.2	0	381.45	794.05	16.95	0.26	0	-8.79	42.23
246	22.5	12.05	0	0	3.09	1.2722	3.25	0	382.175	793.95	16.4	0.26	0	-8.76	42.2
246	23.5	11.95	0	0	3.09	1.268	3.1	0	382.17	793.95	15.9	0.25	0	-8.64	42.19
247	0.5	11.95	0	0	3.09	1.283	2.4	0	382.015	794	15.75	0.25	0	-8.64	42.18
247	1.5	11.5	0	0	3.09	1.2524	2.55	0	384.205	794.15	15.65	0.25	0	-8.76	42.18
247	2.5	10.65	0	0	3.09	1.2131	0.85	0	387.33	793.95	15.35	0.25	0	-8.65	42.17
247	3.5	9.95	0	0	3.08	1.1746	0.85	0	390.28	794.15	14.9	0.25	0	-8.69	42.17
247	4.5	9.75	0	0	3.08	1.1684	1.5	0	391.905	794.15	14.4	0.25	0	-8.73	42.12
247	5.5	9.6	0.5	3	3.08	1.1564	0.2	0	392.885	794.3	14.1	0.25	0	-8.7	42.15
247	6.5	10.3	28	111	3.08	1.2185	1.65	0	389.61	794.65	13.95	0.25	0	-8.79	42.21
247	7.5	12.45	209.5	534	3.08	1.2865	1.1	0	389.11	795.05	14.3	0.25	0	-8.71	42.29
247	8.5	15.75	483	1039	3.08	1.2892	1.75	0	380.985	795.2	15.5	0.25	0	-8.39	42.33
247	9.5	17.7	690	1304	3.08	1.2884	2.75	0	377.875	795.35	17.15	0.25	0	-8.36	42.34
247	10.5	19.9	839	1591	3.07	1.2521	1.7	0	377.05	795.2	18.65	0.25	0	-8.27	42.32
247	11.5	21.5	936.5	1741.5	3.07	1.1458	1.85	0	376.395	794.7	21.25	0.25	0	-8.24	42.3
247	12.5	23.35	971.5	1775.5	3.07	1.0342	2.8	0	375.36	794.2	24.3	0.25	0	-8.24	42.27
247	13.5	24.3	932.5	1708.5	3.07	1.0465	3.45	0	374.87	793.7	27.1	0.25	0	-8.31	42.25
247	14.5	24.4	879.5	1454	3.07	0.9501	4.15	0	374.775	793.35	28.3	0.25	0	-8.16	42.24
247	15.5	23.7	715.5	907	3.07	0.8796	4.8	0	373.86	793.25	26.45	0.25	0	-8.07	42.23
247	16.5	22.55	398.5	635	3.06	0.8854	5.05	0	373.715	793.3	24.1	0.25	0	-8.26	42.24
247	17.5	19.9	223	348	3.06	1.0817	5.95	0	373.125	793.7	22.65	0.25	0	-8.46	42.25
247	18.5	16.9	40.5	41.5	3.06	1.0492	4.2	0	374.53	794.15	20.25	0.25	0	-8.78	42.25
247	19.5	15.55	0	0	3.06	1.0053	2.4	0	377.9	794.95	16.15	0.25	0	-9.41	42.25
247	20.5	14.8	0	0	3.06	1.0825	4	0	379.905	795.9	18.5	0.25	0	-9.1	42.22
247	21.5	14.4	0	0	3.06	1.1397	3.95	0	377.845	796.25	17.75	0.25	0	-9.16	42.17
247	22.5	13.65	0	0	3.06	1.1522	3.45	0	379.175	796.35	17.15	0.25	0	-8.78	42.14
247	23.5	12.7	0	0	3.05	1.1335	2.9	0	382.91	796.6	16.7	0.25	0	-8.59	42.14
248	0.5	12.1	0	0	3.05	1.1568	3.05	0	383.565	796.65	16.2	0.25	0	-8.74	42.12
248	1.5	11.8	0	0	3.05	1.1642	2.65	0	384.3	796.85	15.8	0.245	0	-8.65	42.11
248	2.5	11.55	0	0	3.05	1.1817	2.35	0	385.06	796.75	15.4	0.24	0	-9.51	42.11
248	3.5	10.6	0	0	3.05	1.1439	2.4	0	387.035	796.95	15.1	0.24	0	-8.69	42.11
248	4.5	10.2	0	0	3.05	1.0803	2.2	0	389.645	797.15	14.6	0.24	0	-8.61	42.07
248	5.5	8.95	0	4	3.05	0.9759	2.3	0	390.67	797.25	14.3	0.24	0	-8.45	42.09
248	6.5	10.35	58.5	169.5	3.04	1.0021	1.05	0	396.125	797.75	13.95	0.24	0	-8.72	42.15
248	7.5	14.45	263	557.5	3.04	1.2212	1.2	0	382.29	798.15	13.8	0.24	0	-8.57	42.22
248	8.5	17	478	955	3.04	1.2418	0.95	0	378.035	798.1	15.35	0.24	0	-8.47	42.25
248	9.5	18.95	669	1297	3.04	1.2431	1.45	0	377.64	798.05	17	0.24	0	-8.52	42.23
248	10.5	20.95	822	1559	3.04	1.2068	1.3	0	375.32	797.7	18.05	0.24	0	-8.34	42.22
248	11.5	22.75	909	1684.5	3.04	1.1477	1.6	0	378.13041	796.95	19.35	0.24	0	-8.35	42.21
248	12.5	24.4	949	1718	3.03	0.9901	2	0	377.65385	796.1	24.8	0.24	0	-8.34	42.19
248	13.5	25.45	921	1655.5	3.03	0.9769	2.5	0	377.33977	795.5	23.85	0.24	0	-8.4	42.16
248	14.5	26.15	818.5	1464.5	3.03	0.9684	2.8	0	377.06774	794.75	28.65	0.24	0	-8.34	42.14
248	15.5	23.7	402	351.5	3.03	0.8523	3.1	0	377.01977	794	26.75	0.24	0	-8.34	42.14
248	16.5	24.2	257.5	741.5	3.03	0.8285	2.25	0	374.87	793.8	24.4	0.24	0	-8.24	42.16
248	17.5	22.85	233.5	297	3.03	0.8799	3.55	0	373.92	793.7	23.25	0.24	0	-8.38	42.18
248	18.5	19.1	21	24.5	3.03	0.9303	2.7	0	377.98	794.1	22.2	0.24	0	-8.34	42.18
248	19.5	18.95	0	0	3.02	0.8924	2.7	0	380.905	794.65	20.65	0.24	0	-8.36	42.17
248	20.5	16.95	0	0	3.02	0.8909	4.25	0	377.945	795.65	19.45	0.24	0	-8.43	42.14
248	21.5	15.55	0	0	3.02	0.9403	3.9	0	379.53	795.55	18.55	0.24	0	-8.38	42.11
248	22.5	14.5	0	0	3.02	1.0057	4.05	0	380.175	796	17.7	0.24	0	-8.38	42.1
248	23.5	13.3	0	0	3.02	1.007	3.3	0	381.295	796.05	17.05	0.24	0	-8.34	42.08
249	0.5	12.1	0	0	3.02	1.0175	3.1	0	381.54	795.9	16.45	0.24	0	-8.38	42.07
249	1.5	11.3	0	0	3.02	1.0344	2.35	0	384.135	795.7	15.95	0.24	0	-8.21	42.08
249	2.5	12.05	0	0	3.01	1.1233	3.3	0	382.69	795.35	15.55	0.24	0	-8.41	42.08
249	3.5	13.25	0	0	3.01	1.187	2.7	0	382.585	795.15	15.25	0.23	0	-8.35	42.09
249	4.5	12.05	0	0	3.01	1.1923	3.55	0	383.535	794.75	15.1	0.23	0	-8.3	42.05
249	5.5	10.25	0	3.5	3.01	1.0957	1.45	0	388.775	794.8	14.75	0.23	0	-8.46	42.07
249	6.5	10.8	54	160.5	3.01	1.0307	1.85	0	390.27	795.1	14.4	0.23	0	-8.37	42.12
249	7.5	14.5	258	551	3.01	1.0863	2.15	0	382.685	795.25	14.3	0.23	0	-8.32	42.2
249	8.5	16.8	473.5	950.5	3.01	1.0925	1.85	0	380.76567	795.3	15.05	0.23	0	-8.41	42.24
249	9.5	19.3	593	1247	3	1.0815	1.5	0	379.23854	795.15	16.55	0.23	0	-8.25	42.25
249	10.5	21.7	838.5	1576.5	3	1.1223	1.55	0	378.57503	794.75	18.4	0.23	0	-8.32	42.23
249	11.5	23.75	945.5	1639.5	3	1.1052	1.55	0	377.13	794.1	19.5	0.23	0	-8.16	42.22
249	12.5	20	447	355	3	1.2852	3.55	0.5	376.92	793.1	23.9	0.23	0	-8.1	42.2
249	13.5	18.1	74	115	3	0.9944	2.7	0	378.49	792.2	21.35	0.23	0	-8.23	42.18
249	14.5	18.4	291	344.5	3	0.9488	4.95	0.3	377.985	791.7	19.9	0.23	0	-8.18	42.17
249	15.5	17.55	175.5	320.5	2.99	1.1354	4.2	0.3	375.23	791.6	19.6	0.23	0	-8.18	42.17
249	16.5	15.5	34	63	2.99	1.2234	4.5	2.3	378.02	791.8	19.5	0.23	0	-8.22	42.19
249	17.5	12.1	17.5	32	2.99	1.1719	4.95	0.5	377.85	792.45	18.1	0.23	0	-8.23	42.18
249	18.5	11.4	3.5	5	2.99	1.2183	5.85	1.5	380.81	793.15	17.3	0.23	0	-8.24	42.2
249	19.5	10.8	0	0	2.99	1.2208	3.65	0	383.36	793.1	16.3	0.23	0	-8.4	42.19
249	20.5	11	0	0	2.99	1.2381	1.35	0	388.54	793.2	16.1	0.23	0	-8.35	42.15
249	21.5	11.2	0	0	2.99	1.2156	1.35	0	390.145	792.9	15.8	0.23	0	-8.89	42.13
249	22.5	10.65	0	0	2.98	1.198	1.45	0	391.385	792.9	15.65	0.23	0	-8.7	42.11
249	23.5	11.15	0	0	2.98	1.1913	1.65	0	395.41	792.55	15.3	0.23	0	-8.76	42.1
250	0.5	11.05	0	0	2.98	1.1625	1.3	0	396.08	792.35	15.1	0.23	0	-8.42	42.09
250	1.5	10.25	0	0	2.98	1.1346	1.1	0	394.725	792.1	14.95	0.23	0	-8.41	42.1
250	2.5	10.7	0	0	2.98	1.1473	1.55	0	394.79	791.95	14.6	0.23	0	-8.62	42.09
250	3.5	10.5	0	0	2.98	1.1503	1.2	0	396.97	791.9	14.5	0.23	0	-8.72	42.11
250	4.5	9.5	0	0	2.98	1.1187	1.2	0	406.52	791.5	14.4	0.23	0	-8.56	42.08
250	5.5	9.65	0	1.5	2.97	1.1353	1.15	0	405.87	791.15	13.9	0.23	0	-8.9	42.12
250	6.5	11	46.5	139.5	2.97	1.189	0.85	0	400.495	791.4	13.8	0.23	0	-8.83	42.19
250	7.5	13.15	149	347	2.97	1.2274	1.2	0	391.825	791.6	14.2	0.23	0	-8.59	42.26
250	8.5	14.65	244	534.5	2.97	1.2314	1.6	0	383.29	791.5	14.9	0.23	0	-8.34	42.3
250	9.5	14.7	200	452	2.97	1.2616	1.15	0	385.53	791.75	16	0.23	0	-8.87	42.3
250	10.5	15.95	336	777.5	2.97	1.2912	1.8	0	385.68	791.65	16.8	0.23	0	-8.33	42.29
250	11.5	18.1	736.5	1035	2.97	1.2744	1.5	0	383.64	791.15	18.2	0.23	0	-8.29	42.28
250	12.5	15.9	98	330.5	2.96	1.3566	0.95	0.6	380.83	790.4	19.5	0.23	0	-8.26	42.26
250	13.5	14.2	239.5	249	2.96	1.2741	3.6	0	379.635	790.05	18.4	0.23	0	-8.26	42.25
250	14.5	12.95	59.5	180	2.96	1.2527	2.9	0.8	378.67	789.65	17.75	0.23	0	-8.25	42.24
250	15.5	12.95	68.5	92	2.96	1.3075	2.5	1.3	378.74	789.35	17.2	0.23	0	-8.35	42.24
250	16.5	11.6	47.5	158.5	2.96	1.2462	4.5	2	381.16	789.4	16.7	0.23	0	-8.37	42.24
250	17.5	12.25	56	81.5	2.96	1.2958	1.5	0	380.055	789.4	16.35	0.23	0	-8.43	42.25
250	18.5	11.5	5.5	7	2.95	1.2624	3.65	0.3	383.73	789.75	16.15	0.24	0	-8.39	42.26
250	19.5	10.9	0	0	2.95	1.2494	0.55	0	385.665	789.55	15.5	0.24	0	-8.44	42.26
250	20.5	10.65	0	0	2.95	1.228	0.95	0	391.305	789.6	15.2	0.24	0	-8.32	42.21
250	21.5	10.4	0	0	2.95	1.2019	3.35	0	397.84	790.15	14.95	0.24	0	-8.36	42.18
250	22.5	10.1	0	0	2.95	1.1819	3.8	0	384.285	790.45	14.65	0.24	0	-8.3	42.15
250	23.5	10.1	0	0	2.95	1.1919	2.1	0	385.22	790.35	14.4	0.24	0	-8.37	42.14
